RCV,24,87,59
RCV,24,32,36
RCV,158,105,70
RCV,158,0,17
RCV,169,30,36
RCV,325,105,70
RCV,325,42,10
RCV,325,30,36
RCV,492,105,70
RCV,492,30,36
RCV,657,105,70
RCV,657,140,49
RCV,657,32,36
RCV,657,42,10
RCV,818,30,36
RCV,818,105,70
RCV,818,74,28
RCV,990,36,29
RCV,990,30,36
RCV,990,105,70
RCV,995,42,10
RCV,995,30,36
RCV,995,105,70
RCV,996,74,28
RCV,996,140,49
RCV,996,36,29
RCV,1002,87,59
RCV,1002,32,36
RCV,1002,30,36
RCV,1012,105,70
RCV,1012,30,36
RCV,1031,105,70
RCV,1031,30,36
RCV,1031,105,70
RCV,1035,140,49
RCV,1035,32,36
RCV,1035,30,36
RCV,1045,105,70
RCV,1045,30,36
RCV,1057,105,70
RCV,1057,74,28
RCV,1057,36,29
RCV,1057,30,36
RCV,1066,105,70
RCV,1066,140,49
RCV,1068,32,36
RCV,1068,30,36
RCV,1090,105,70
RCV,1090,30,36
RCV,1090,105,70
RCV,1098,30,36
RCV,1098,105,70
RCV,1098,42,10
RCV,1098,74,28
RCV,1100,36,29
RCV,1100,87,59
RCV,1102,140,49
RCV,1102,32,36
RCV,1102,30,36
RCV,1125,105,70
RCV,1125,30,36
RCV,1125,105,70
RCV,1134,30,36
RCV,1134,105,70
RCV,1136,140,49
RCV,1136,32,36
RCV,1136,30,36
RCV,1147,105,70
RCV,1147,0,17
RCV,1159,30,36
RCV,1159,105,70
RCV,1159,74,28
RCV,1159,36,29
RCV,1159,30,36
RCV,1170,105,70
RCV,1170,30,36
RCV,1170,140,49
RCV,1170,32,36
RCV,1192,105,70
RCV,1192,30,36
RCV,1192,105,70
RCV,1199,30,36
RCV,1199,105,70
RCV,1203,87,59
RCV,1203,74,28
RCV,1203,36,29
RCV,1203,42,10
RCV,1203,30,36
RCV,1206,105,70
RCV,1206,140,49
RCV,1226,32,36
RCV,1226,30,36
RCV,1226,105,70
RCV,1237,30,36
RCV,1237,105,70
RCV,1242,30,36
RCV,1242,105,70
RCV,1248,140,49
RCV,1248,32,36
RCV,1248,30,36
RCV,1260,105,70
RCV,1260,74,28
RCV,1260,36,29
RCV,1260,30,36
RCV,1270,105,70
RCV,1270,30,36
RCV,1280,105,70
RCV,1280,140,49
RCV,1280,32,36
RCV,1291,30,36
RCV,1291,105,70
RCV,1299,30,36
RCV,1299,105,70
RCV,1305,87,59
RCV,1305,30,36
RCV,1305,105,70
RCV,1311,74,28
RCV,1311,36,29
RCV,1311,42,10
RCV,1311,30,36
RCV,1323,105,70
RCV,1323,140,49
RCV,1323,32,36
RCV,1334,30,36
RCV,1334,105,70
RCV,1334,30,36
RCV,1345,105,70
RCV,1345,30,36
RCV,1350,105,70
RCV,1350,140,49
RCV,1356,32,36
RCV,1356,74,28
RCV,1356,30,36
RCV,1356,36,29
RCV,1369,105,70
RCV,1369,30,36
RCV,1384,105,70
RCV,1384,30,36
RCV,1384,105,70
RCV,1390,140,49
RCV,1390,32,36
RCV,1390,30,36
RCV,1400,105,70
RCV,1400,30,36
RCV,1406,87,59
RCV,1406,105,70
RCV,1406,74,28
RCV,1410,36,29
RCV,1410,30,36
RCV,1423,105,70
RCV,1423,42,10
RCV,1423,140,49
RCV,1423,32,36
RCV,1433,30,36
RCV,1433,105,70
RCV,1433,30,36
RCV,1444,105,70
RCV,1444,30,36
RCV,1455,105,70
RCV,1455,140,49
RCV,1455,32,36
RCV,1458,30,36
RCV,1458,105,70
RCV,1458,74,28
RCV,1479,36,29
RCV,1479,30,36
RCV,1479,105,70
RCV,1488,30,36
RCV,1488,105,70
RCV,1490,140,49
RCV,1490,32,36
RCV,1490,30,36
RCV,1504,105,70
RCV,1504,30,36
RCV,1509,87,59
RCV,1509,105,70
RCV,1509,74,28
RCV,1522,36,29
RCV,1522,30,36
RCV,1522,105,70
RCV,1522,42,10
RCV,1526,140,49
RCV,1526,32,36
RCV,1526,30,36
RCV,1535,105,70
RCV,1535,30,36
RCV,1549,105,70
RCV,1549,30,36
RCV,1560,105,70
RCV,1560,140,49
RCV,1560,32,36
RCV,1560,74,28
RCV,1560,30,36
RCV,1560,36,29
RCV,1581,105,70
RCV,1581,30,36
RCV,1581,105,70
RCV,1591,30,36
RCV,1591,105,70
RCV,1591,30,36
RCV,1594,105,70
RCV,1594,140,49
RCV,1603,32,36
RCV,1603,30,36
RCV,1614,105,70
RCV,1614,87,59
RCV,1614,74,28
RCV,1614,36,29
RCV,1624,30,36
RCV,1624,105,70
RCV,1624,42,10
RCV,1629,30,36
RCV,1629,105,70
RCV,1635,140,49
RCV,1635,32,36
RCV,1635,30,36
RCV,1658,105,70
RCV,1658,30,36
RCV,1658,105,70
RCV,1662,30,36
RCV,1662,105,70
RCV,1669,74,28
RCV,1669,36,29
RCV,1669,140,49
RCV,1669,32,36
RCV,1679,30,36
RCV,1679,105,70
RCV,1689,30,36
RCV,1689,105,70
RCV,1689,30,36
RCV,1702,105,70
RCV,1702,30,36
RCV,1705,140,49
RCV,1705,32,36
RCV,1705,105,70
RCV,1713,87,59
RCV,1713,74,28
RCV,1713,30,36
RCV,1723,36,29
RCV,1723,105,70
RCV,1723,30,36
RCV,1733,105,70
RCV,1733,42,10
RCV,1733,30,36
RCV,1738,105,70
RCV,1738,140,49
RCV,1759,32,36
RCV,1759,30,36
RCV,1759,105,70
RCV,1765,30,36
RCV,1765,105,70
RCV,1765,74,28
RCV,1774,36,29
RCV,1774,30,36
RCV,1774,105,70
RCV,1780,140,49
RCV,1780,32,36
RCV,1780,30,36
RCV,1792,105,70
RCV,1792,30,36
RCV,1804,105,70
RCV,1804,30,36
RCV,1810,105,70
RCV,1810,87,59
RCV,1810,140,49
RCV,1815,32,36
RCV,1815,74,28
RCV,1815,30,36
RCV,1815,36,29
RCV,1828,105,70
RCV,1828,30,36
RCV,1838,105,70
RCV,1838,42,10
RCV,1838,30,36
RCV,1849,105,70
RCV,1849,140,49
RCV,1849,32,36
RCV,1859,30,36
RCV,1859,105,70
RCV,1865,30,36
RCV,1865,105,70
RCV,1865,74,28
RCV,1882,36,29
RCV,1882,30,36
RCV,1882,105,70
RCV,1883,30,36
RCV,1883,140,49
RCV,1883,32,36
RCV,1892,105,70
RCV,1892,30,36
RCV,1909,105,70
RCV,1909,30,36
RCV,1909,105,70
RCV,1915,87,59
RCV,1915,30,36
RCV,1918,105,70
RCV,1918,74,28
RCV,1918,140,49
RCV,1927,36,29
RCV,1927,32,36
RCV,1927,30,36
RCV,1939,105,70
RCV,1939,42,10
RCV,1939,30,36
RCV,1954,105,70
RCV,1954,30,36
RCV,1954,105,70
RCV,1960,140,49
RCV,1960,32,36
RCV,1960,30,36
RCV,1972,105,70
RCV,1972,74,28
RCV,1972,36,29
RCV,1984,30,36
RCV,1984,105,70
RCV,1984,30,36
RCV,1990,105,70
RCV,1990,140,49
RCV,1995,32,36
RCV,1995,30,36
RCV,2010,105,70
RCV,2010,30,36
RCV,2010,105,70
RCV,2018,87,59
RCV,2018,30,36
RCV,2025,105,70
RCV,2025,74,28
RCV,2025,36,29
RCV,2025,140,49
RCV,2029,32,36
RCV,2029,30,36
RCV,2049,105,70
RCV,2049,30,36
RCV,2049,105,70
RCV,2049,42,10
RCV,2059,30,36
RCV,2059,105,70
RCV,2060,30,36
RCV,2060,140,49
RCV,2060,32,36
RCV,2071,105,70
RCV,2071,74,28
RCV,2071,30,36
RCV,2082,36,29
RCV,2082,105,70
RCV,2082,30,36
RCV,2093,105,70
RCV,2093,30,36
RCV,2102,105,70
RCV,2102,140,49
RCV,2102,32,36
RCV,2111,30,36
RCV,2112,105,70
RCV,2114,87,59
RCV,2114,30,36
RCV,2125,105,70
RCV,2125,74,28
RCV,2125,36,29
RCV,2125,30,36
RCV,2136,105,70
RCV,2136,140,49
RCV,2136,32,36
RCV,2147,30,36
RCV,2147,105,70
RCV,2147,0,17
RCV,2159,42,10
RCV,2159,30,36
RCV,2159,105,70
RCV,2163,30,36
RCV,2163,105,70
RCV,2171,140,49
RCV,2171,32,36
RCV,2171,30,36
RCV,2181,105,70
RCV,2181,74,28
RCV,2181,36,29
RCV,2181,30,36
RCV,2192,105,70
RCV,2192,30,36
RCV,2203,105,70
RCV,2203,140,49
RCV,2203,32,36
RCV,2215,30,36
RCV,2215,105,70
RCV,2216,30,36
RCV,2216,87,59
RCV,2224,105,70
RCV,2224,74,28
RCV,2224,30,36
RCV,2224,36,29
RCV,2235,105,70
RCV,2235,140,49
RCV,2235,32,36
RCV,2246,30,36
RCV,2246,105,70
RCV,2256,30,36
RCV,2256,105,70
RCV,2256,42,10
RCV,2256,30,36
RCV,2266,105,70
RCV,2266,140,49
RCV,2269,32,36
RCV,2269,30,36
RCV,2281,105,70
RCV,2281,74,28
RCV,2281,36,29
RCV,2281,30,36
RCV,2292,105,70
RCV,2292,30,36
RCV,2302,105,70
RCV,2302,30,36
RCV,2302,140,49
RCV,2314,32,36
RCV,2314,105,70
RCV,2314,30,36
RCV,2326,87,59
RCV,2326,105,70
RCV,2326,74,28
RCV,2326,30,36
RCV,2326,36,29
RCV,2337,105,70
RCV,2337,30,36
RCV,2337,140,49
RCV,2347,32,36
RCV,2347,105,70
RCV,2347,30,36
RCV,2360,105,70
RCV,2360,42,10
RCV,2360,30,36
RCV,2370,105,70
RCV,2370,30,36
RCV,2378,105,70
RCV,2378,140,49
RCV,2378,32,36
RCV,2382,74,28
RCV,2382,36,29
RCV,2382,30,36
RCV,2404,105,70
RCV,2404,30,36
RCV,2404,105,70
RCV,2406,30,36
RCV,2406,105,70
RCV,2415,140,49
RCV,2415,32,36
RCV,2415,30,36
RCV,2426,87,59
RCV,2426,105,70
RCV,2428,30,36
RCV,2428,105,70
RCV,2428,74,28
RCV,2441,36,29
RCV,2441,30,36
RCV,2441,105,70
RCV,2450,140,49
RCV,2450,32,36
RCV,2450,30,36
RCV,2460,105,70
RCV,2461,30,36
RCV,2472,105,70
RCV,2472,42,10
RCV,2472,30,36
RCV,2478,105,70
RCV,2478,140,49
RCV,2478,32,36
RCV,2478,74,28
RCV,2483,36,29
RCV,2483,30,36
RCV,2506,105,70
RCV,2506,30,36
RCV,2506,105,70
RCV,2510,30,36
RCV,2510,105,70
RCV,2517,140,49
RCV,2517,32,36
RCV,2517,30,36
RCV,2527,87,59
RCV,2527,105,70
RCV,2527,30,36
RCV,2537,105,70
RCV,2537,74,28
RCV,2537,36,29
RCV,2544,30,36
RCV,2544,105,70
RCV,2549,140,49
RCV,2549,32,36
RCV,2549,30,36
RCV,2560,105,70
RCV,2560,30,36
RCV,2578,105,70
RCV,2578,42,10
RCV,2578,30,36
RCV,2578,105,70
RCV,2582,140,49
RCV,2582,32,36
RCV,2582,74,28
RCV,2594,30,36
RCV,2594,36,29
RCV,2594,105,70
RCV,2604,30,36
RCV,2604,105,70
RCV,2612,30,36
RCV,2612,105,70
RCV,2612,140,49
RCV,2616,32,36
RCV,2616,30,36
RCV,2627,105,70
RCV,2627,87,59
RCV,2627,30,36
RCV,2639,105,70
RCV,2639,74,28
RCV,2639,36,29
RCV,2648,30,36
RCV,2648,105,70
RCV,2650,140,49
RCV,2650,32,36
RCV,2650,30,36
RCV,2668,105,70
RCV,2668,30,36
RCV,2668,105,70
RCV,2684,42,10
RCV,2684,30,36
RCV,2684,105,70
RCV,2684,74,28
RCV,2684,30,36
RCV,2684,140,49
RCV,2684,36,29
RCV,2695,32,36
RCV,2695,105,70
RCV,2705,30,36
RCV,2705,105,70
RCV,2705,30,36
RCV,2715,105,70
RCV,2715,30,36
RCV,2721,105,70
RCV,2721,140,49
RCV,2729,87,59
RCV,2729,32,36
RCV,2729,30,36
RCV,2740,105,70
RCV,2740,74,28
RCV,2740,36,29
RCV,2740,30,36
RCV,2750,105,70
RCV,2750,30,36
RCV,2762,105,70
RCV,2762,140,49
RCV,2762,32,36
RCV,2774,30,36
RCV,2774,105,70
RCV,2785,30,36
RCV,2785,105,70
RCV,2785,42,10
RCV,2785,74,28
RCV,2785,30,36
RCV,2785,36,29
RCV,2796,105,70
RCV,2796,140,49
RCV,2796,32,36
RCV,2796,30,36
RCV,2806,105,70
RCV,2806,30,36
RCV,2820,105,70
RCV,2820,30,36
RCV,2825,105,70
RCV,2825,87,59
RCV,2825,140,49
RCV,2830,32,36
RCV,2830,30,36
RCV,2841,105,70
RCV,2841,74,28
RCV,2841,36,29
RCV,2841,30,36
RCV,2852,105,70
RCV,2852,30,36
RCV,2864,105,70
RCV,2864,140,49
RCV,2864,32,36
RCV,2875,30,36
RCV,2875,105,70
RCV,2875,30,36
RCV,2886,105,70
RCV,2886,42,10
RCV,2886,30,36
RCV,2894,105,70
RCV,2894,74,28
RCV,2894,36,29
RCV,2898,140,49
RCV,2898,32,36
RCV,2898,30,36
RCV,2909,105,70
RCV,2909,30,36
RCV,2920,105,70
RCV,2920,30,36
RCV,2927,105,70
RCV,2927,87,59
RCV,2927,140,49
RCV,2938,32,36
RCV,2938,30,36
RCV,2938,105,70
RCV,2942,74,28
RCV,2942,36,29
RCV,2942,30,36
RCV,2954,105,70
RCV,2954,30,36
RCV,2965,105,70
RCV,2965,140,49
RCV,2965,32,36
RCV,2976,30,36
RCV,2976,105,70
RCV,2976,30,36
RCV,2987,105,70
RCV,2987,42,10
RCV,2987,30,36
RCV,2996,105,70
RCV,2996,74,28
RCV,2996,36,29
RCV,2999,140,49
RCV,2999,32,36
RCV,3000,30,36
RCV,3011,105,70
RCV,3011,30,36
RCV,3023,105,70
RCV,3023,30,36
RCV,3023,105,70
RCV,3031,87,59
RCV,3031,30,36
RCV,3040,140,49
RCV,3040,32,36
RCV,3040,105,70
RCV,3044,30,36
RCV,3044,105,70
RCV,3044,74,28
RCV,3064,36,29
RCV,3064,30,36
RCV,3064,105,70
RCV,3066,30,36
RCV,3066,105,70
RCV,3074,140,49
RCV,3074,32,36
RCV,3074,30,36
RCV,3085,105,70
RCV,3085,30,36
RCV,3095,105,70
RCV,3095,42,10
RCV,3095,74,28
RCV,3095,30,36
RCV,3095,36,29
RCV,3100,105,70
RCV,3100,140,49
RCV,3118,32,36
RCV,3118,30,36
RCV,3118,105,70
RCV,3126,30,36
RCV,3126,105,70
RCV,3129,87,59
RCV,3129,30,36
RCV,3139,105,70
RCV,3139,140,49
RCV,3139,32,36
RCV,3145,30,36
RCV,3145,105,70
RCV,3145,0,17
RCV,3157,74,28
RCV,3162,36,29
RCV,3162,30,36
RCV,3162,105,70
RCV,3167,30,36
RCV,3167,105,70
RCV,3173,140,49
RCV,3173,32,36
RCV,3173,30,36
RCV,3183,105,70
RCV,3183,30,36
RCV,3197,105,70
RCV,3197,30,36
RCV,3197,105,70
RCV,3202,74,28
RCV,3202,36,29
RCV,3202,42,10
RCV,3202,140,49
RCV,3219,32,36
RCV,3219,30,36
RCV,3219,105,70
RCV,3227,30,36
RCV,3227,105,70
RCV,3229,87,59
RCV,3229,30,36
RCV,3240,105,70
RCV,3240,140,49
RCV,3240,32,36
RCV,3248,30,36
RCV,3248,105,70
RCV,3248,74,28
RCV,3263,36,29
RCV,3263,30,36
RCV,3263,105,70
RCV,3269,30,36
RCV,3269,105,70
RCV,3273,140,49
RCV,3273,32,36
RCV,3273,30,36
RCV,3293,105,70
RCV,3293,30,36
RCV,3293,105,70
RCV,3298,30,36
RCV,3298,105,70
RCV,3306,74,28
RCV,3306,36,29
RCV,3306,30,36
RCV,3306,140,49
RCV,3316,32,36
RCV,3316,105,70
RCV,3316,42,10
RCV,3327,30,36
RCV,3327,105,70
RCV,3327,30,36
RCV,3338,87,59
RCV,3338,105,70
RCV,3342,30,36
RCV,3342,105,70
RCV,3348,140,49
RCV,3348,32,36
RCV,3348,74,28
RCV,3348,30,36
RCV,3360,36,29
RCV,3360,105,70
RCV,3360,30,36
RCV,3370,105,70
RCV,3370,30,36
RCV,3377,105,70
RCV,3377,140,49
RCV,3392,32,36
RCV,3392,30,36
RCV,3392,105,70
RCV,3399,30,36
RCV,3399,105,70
RCV,3399,74,28
RCV,3414,36,29
RCV,3414,30,36
RCV,3414,105,70
RCV,3416,42,10
RCV,3416,140,49
RCV,3416,32,36
RCV,3416,30,36
RCV,3426,105,70
RCV,3426,30,36
RCV,3436,105,70
RCV,3436,87,59
RCV,3447,30,36
RCV,3447,105,70
RCV,3447,30,36
RCV,3450,105,70
RCV,3450,74,28
RCV,3459,140,49
RCV,3459,36,29
RCV,3459,32,36
RCV,3459,30,36
RCV,3469,105,70
RCV,3469,30,36
RCV,3481,105,70
RCV,3481,30,36
RCV,3492,105,70
RCV,3492,140,49
RCV,3492,32,36
RCV,3504,30,36
RCV,3504,105,70
RCV,3504,74,28
RCV,3514,30,36
RCV,3514,36,29
RCV,3514,105,70
RCV,3522,30,36
RCV,3522,105,70
RCV,3522,42,10
RCV,3526,140,49
RCV,3526,32,36
RCV,3526,30,36
RCV,3537,105,70
RCV,3537,87,59
RCV,3537,30,36
RCV,3549,105,70
RCV,3549,30,36
RCV,3558,105,70
RCV,3558,74,28
RCV,3558,36,29
RCV,3560,140,49
RCV,3560,32,36
RCV,3560,30,36
RCV,3571,105,70
RCV,3571,30,36
RCV,3594,105,70
RCV,3594,30,36
RCV,3594,105,70
RCV,3594,30,36
RCV,3594,140,49
RCV,3594,32,36
RCV,3605,105,70
RCV,3605,74,28
RCV,3605,30,36
RCV,3617,36,29
RCV,3617,105,70
RCV,3617,30,36
RCV,3627,105,70
RCV,3627,42,10
RCV,3627,30,36
RCV,3631,105,70
RCV,3631,140,49
RCV,3639,87,59
RCV,3639,32,36
RCV,3639,30,36
RCV,3650,105,70
RCV,3650,30,36
RCV,3661,105,70
RCV,3661,74,28
RCV,3661,36,29
RCV,3661,30,36
RCV,3666,105,70
RCV,3666,140,49
RCV,3684,32,36
RCV,3684,30,36
RCV,3684,105,70
RCV,3695,30,36
RCV,3695,105,70
RCV,3702,30,36
RCV,3702,105,70
RCV,3706,140,49
RCV,3706,32,36
RCV,3706,30,36
RCV,3717,105,70
RCV,3717,74,28
RCV,3717,36,29
RCV,3717,30,36
RCV,3729,105,70
RCV,3729,42,10
RCV,3729,30,36
RCV,3738,105,70
RCV,3738,87,59
RCV,3740,140,49
RCV,3740,32,36
RCV,3740,30,36
RCV,3751,105,70
RCV,3751,30,36
RCV,3762,105,70
RCV,3762,74,28
RCV,3762,36,29
RCV,3762,30,36
RCV,3772,105,70
RCV,3772,140,49
RCV,3785,32,36
RCV,3785,30,36
RCV,3785,105,70
RCV,3797,30,36
RCV,3797,105,70
RCV,3797,30,36
RCV,3807,105,70
RCV,3807,30,36
RCV,3807,140,49
RCV,3807,32,36
RCV,3819,105,70
RCV,3819,74,28
RCV,3819,36,29
RCV,3819,30,36
RCV,3830,105,70
RCV,3830,30,36
RCV,3842,105,70
RCV,3842,87,59
RCV,3842,42,10
RCV,3842,30,36
RCV,3842,140,49
RCV,3842,32,36
RCV,3861,105,70
RCV,3861,30,36
RCV,3861,105,70
RCV,3864,74,28
RCV,3864,36,29
RCV,3864,30,36
RCV,3875,105,70
RCV,3875,30,36
RCV,3886,105,70
RCV,3886,140,49
RCV,3886,32,36
RCV,3897,30,36
RCV,3897,105,70
RCV,3897,30,36
RCV,3909,105,70
RCV,3909,30,36
RCV,3911,105,70
RCV,3911,74,28
RCV,3911,140,49
RCV,3920,36,29
RCV,3920,32,36
RCV,3920,30,36
RCV,3933,105,70
RCV,3933,30,36
RCV,3933,105,70
RCV,3943,87,59
RCV,3943,42,10
RCV,3943,30,36
RCV,3945,105,70
RCV,3945,140,49
RCV,3963,32,36
RCV,3963,30,36
RCV,3963,105,70
RCV,3965,74,28
RCV,3965,36,29
RCV,3965,30,36
RCV,3978,105,70
RCV,3978,30,36
RCV,3978,105,70
RCV,3988,140,49
RCV,3988,32,36
RCV,3988,30,36
RCV,3999,105,70
RCV,3999,30,36
RCV,4010,105,70
RCV,4010,30,36
RCV,4014,105,70
RCV,4014,74,28
RCV,4014,140,49
RCV,4014,36,29
RCV,4020,32,36
RCV,4020,30,36
RCV,4036,105,70
RCV,4036,30,36
RCV,4036,105,70
RCV,4041,87,59
RCV,4041,30,36
RCV,4051,105,70
RCV,4051,42,10
RCV,4051,140,49
RCV,4051,32,36
RCV,4063,30,36
RCV,4063,105,70
RCV,4065,30,36
RCV,4065,105,70
RCV,4065,74,28
RCV,4084,36,29
RCV,4084,30,36
RCV,4084,105,70
RCV,4084,30,36
RCV,4084,140,49
RCV,4084,32,36
RCV,4095,105,70
RCV,4095,30,36
RCV,4117,105,70
RCV,4117,30,36
RCV,4117,105,70
RCV,4119,74,28
RCV,4119,36,29
RCV,4119,30,36
RCV,4129,140,49
RCV,4129,32,36
RCV,4129,105,70
RCV,4137,30,36
RCV,4137,105,70
RCV,4143,87,59
RCV,4143,30,36
RCV,4153,105,70
RCV,4153,0,17
RCV,4165,42,10
RCV,4165,30,36
RCV,4165,140,49
RCV,4165,32,36
RCV,4165,105,70
RCV,4168,30,36
RCV,4168,105,70
RCV,4168,74,28
RCV,4185,36,29
RCV,4185,30,36
RCV,4185,105,70
RCV,4188,30,36
RCV,4188,105,70
RCV,4195,140,49
RCV,4195,32,36
RCV,4195,30,36
RCV,4218,105,70
RCV,4218,30,36
RCV,4218,105,70
RCV,4218,74,28
RCV,4218,30,36
RCV,4218,36,29
RCV,4228,105,70
RCV,4228,140,49
RCV,4228,32,36
RCV,4239,30,36
RCV,4239,105,70
RCV,4239,30,36
RCV,4239,87,59
RCV,4256,105,70
RCV,4256,30,36
RCV,4256,105,70
RCV,4261,140,49
RCV,4261,32,36
RCV,4261,42,10
RCV,4261,30,36
RCV,4271,105,70
RCV,4271,74,28
RCV,4271,36,29
RCV,4282,30,36
RCV,4282,105,70
RCV,4282,30,36
RCV,4291,105,70
RCV,4291,140,49
RCV,4293,32,36
RCV,4293,30,36
RCV,4314,105,70
RCV,4314,30,36
RCV,4314,105,70
RCV,4320,30,36
RCV,4320,105,70
RCV,4320,74,28
RCV,4325,36,29
RCV,4325,30,36
RCV,4325,140,49
RCV,4335,32,36
RCV,4335,105,70
RCV,4335,30,36
RCV,4346,105,70
RCV,4346,87,59
RCV,4357,30,36
RCV,4357,105,70
RCV,4359,30,36
RCV,4359,105,70
RCV,4359,140,49
RCV,4368,32,36
RCV,4368,42,10
RCV,4368,30,36
RCV,4380,105,70
RCV,4380,74,28
RCV,4380,36,29
RCV,4380,30,36
RCV,4391,105,70
RCV,4391,30,36
RCV,4402,105,70
RCV,4402,140,49
RCV,4402,32,36
RCV,4414,30,36
RCV,4414,105,70
RCV,4423,30,36
RCV,4423,105,70
RCV,4423,74,28
RCV,4427,36,29
RCV,4427,30,36
RCV,4427,105,70
RCV,4436,140,49
RCV,4436,32,36
RCV,4436,30,36
RCV,4447,105,70
RCV,4447,87,59
RCV,4459,30,36
RCV,4459,105,70
RCV,4459,30,36
RCV,4462,105,70
RCV,4462,140,49
RCV,4470,32,36
RCV,4470,42,10
RCV,4470,30,36
RCV,4481,105,70
RCV,4481,74,28
RCV,4481,36,29
RCV,4481,30,36
RCV,4491,105,70
RCV,4491,30,36
RCV,4504,105,70
RCV,4504,140,49
RCV,4504,32,36
RCV,4516,30,36
RCV,4516,105,70
RCV,4516,30,36
RCV,4526,105,70
RCV,4526,74,28
RCV,4526,36,29
RCV,4532,30,36
RCV,4532,105,70
RCV,4538,140,49
RCV,4538,32,36
RCV,4538,30,36
RCV,4549,105,70
RCV,4549,87,59
RCV,4549,30,36
RCV,4560,105,70
RCV,4560,30,36
RCV,4571,105,70
RCV,4571,140,49
RCV,4571,32,36
RCV,4576,30,36
RCV,4576,105,70
RCV,4576,42,10
RCV,4582,74,28
RCV,4582,36,29
RCV,4582,30,36
RCV,4603,105,70
RCV,4603,30,36
RCV,4603,105,70
RCV,4604,30,36
RCV,4604,140,49
RCV,4604,32,36
RCV,4614,105,70
RCV,4614,30,36
RCV,4625,105,70
RCV,4625,30,36
RCV,4635,105,70
RCV,4635,74,28
RCV,4635,36,29
RCV,4635,30,36
RCV,4639,105,70
RCV,4639,140,49
RCV,4645,32,36
RCV,4645,87,59
RCV,4645,30,36
RCV,4658,105,70
RCV,4658,30,36
RCV,4669,105,70
RCV,4670,30,36
RCV,4678,105,70
RCV,4678,140,49
RCV,4678,32,36
RCV,4678,74,28
RCV,4680,36,29
RCV,4680,42,10
RCV,4680,30,36
RCV,4703,105,70
RCV,4703,30,36
RCV,4703,105,70
RCV,4708,30,36
RCV,4708,105,70
RCV,4713,140,49
RCV,4713,32,36
RCV,4713,30,36
RCV,4724,105,70
RCV,4724,30,36
RCV,4735,105,70
RCV,4735,74,28
RCV,4735,36,29
RCV,4735,30,36
RCV,4745,105,70
RCV,4745,140,49
RCV,4745,32,36
RCV,4745,30,36
RCV,4745,87,59
RCV,4757,105,70
RCV,4757,30,36
RCV,4777,105,70
RCV,4777,30,36
RCV,4777,105,70
RCV,4777,30,36
RCV,4777,140,49
RCV,4777,32,36
RCV,4787,105,70
RCV,4787,74,28
RCV,4787,36,29
RCV,4787,42,10
RCV,4797,30,36
RCV,4797,105,70
RCV,4807,30,36
RCV,4807,105,70
RCV,4807,30,36
RCV,4812,105,70
RCV,4812,140,49
RCV,4830,32,36
RCV,4830,30,36
RCV,4830,105,70
RCV,4832,30,36
RCV,4832,105,70
RCV,4832,74,28
RCV,4847,36,29
RCV,4847,30,36
